代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
688601,力芯微,44.63,-4.31,-2.01,-0.05,3.56,1.01,5.79,2.18亿,1.34亿,59.67亿,44.54
301230,泓博医药,26.86,-4.31,-1.21,-0.04,6.93,1.26,10.83,1.49亿,7686.03万,20.64亿,184.47
002671,龙泉股份,4.66,-4.31,-0.21,0.22,2.85,1.13,5.34,7424.32万,5.52亿,25.74亿,24.84
300908,仲景食品,31.95,-4.31,-1.44,-0.47,1.71,0.81,4.94,6868.21万,1.24亿,39.48亿,23.46
603823,百合花,9.54,-4.31,-0.43,0.00,1.40,1.06,4.21,5612.27万,4.11亿,39.21亿,20.71
688697,纽威数控,17.07,-4.32,-0.77,0.00,0.84,0.96,5.16,4776.64万,3.27亿,55.76亿,18.38
834058,华洋赛车,28.58,-4.32,-1.29,0.00,12.27,0.36,4.92,4963.21万,1400.79万,4.00亿,24.62
603860,中公高科,31.00,-4.32,-1.40,-0.13,4.97,0.98,4.91,1.04亿,6668.00万,20.67亿,275.52
300191,潜能恒信,13.06,-4.32,-0.59,-0.08,1.48,0.99,5.86,4355.64万,2.21亿,28.89亿,亏损
002801,微光股份,24.35,-4.32,-1.10,0.33,1.71,1.33,4.71,4889.23万,1.16亿,28.20亿,18.07
600470,六国化工,5.53,-4.33,-0.25,0.18,4.31,0.94,5.36,1.26亿,5.22亿,28.84亿,56.38
833819,颖泰生物,3.98,-4.33,-0.18,0.00,0.60,0.60,5.53,2941.61万,12.08亿,48.08亿,亏损
002815,崇达技术,10.17,-4.33,-0.46,0.10,4.03,1.07,5.17,2.66亿,6.41亿,65.17亿,31.45
600602,云赛智联,14.37,-4.33,-0.65,0.00,3.33,1.00,7.12,5.25亿,10.74亿,154.38亿,93.33
601609,金田股份,6.18,-4.33,-0.28,0.00,1.50,0.69,5.11,1.39亿,14.78亿,91.37亿,23.81
600561,江西长运,5.96,-4.33,-0.27,-0.33,5.77,0.70,6.90,1.00亿,2.84亿,16.95亿,532.81
300938,信测标准,25.60,-4.33,-1.16,0.04,4.10,0.97,5.38,1.21亿,1.13亿,28.86亿,21.64
688521,芯原股份,53.40,-4.33,-2.42,-0.08,3.45,0.82,5.68,9.36亿,4.98亿,265.81亿,亏损
601208,东材科技,7.72,-4.34,-0.35,-0.13,1.93,1.43,4.83,1.36亿,8.97亿,69.23亿,21.98
002623,亚玛顿,15.88,-4.34,-0.72,0.06,1.36,1.13,5.84,4356.89万,1.99亿,31.54亿,亏损
601949,中国出版,7.70,-4.35,-0.35,0.13,1.33,0.76,4.47,1.89亿,18.23亿,140.33亿,35.13
300407,凯发电气,10.78,-4.35,-0.49,-0.09,3.04,0.63,5.06,8106.51万,2.44亿,26.33亿,38.70
603255,鼎际得,32.12,-4.35,-1.46,0.41,1.52,1.10,5.45,3001.95万,6067.52万,19.49亿,301.24
300080,易成新能,4.62,-4.35,-0.21,-0.22,1.01,1.30,4.97,8848.40万,18.71亿,86.44亿,亏损
600689,上海三毛,11.43,-4.35,-0.52,-0.18,8.53,0.76,7.20,1.50亿,1.52亿,17.40亿,105.47
603158,腾龙股份,7.91,-4.35,-0.36,0.00,2.27,1.19,4.59,8977.39万,4.91亿,38.82亿,12.31
605088,冠盛股份,25.49,-4.35,-1.16,0.08,3.32,1.76,5.78,1.48亿,1.73亿,44.19亿,15.47
688326,经纬恒润-W,90.70,-4.36,-4.13,-0.21,1.49,1.00,5.82,1.10亿,7958.94万,72.19亿,亏损
002030,达安基因,5.93,-4.36,-0.27,-0.17,1.63,1.19,5.16,1.38亿,14.03亿,83.22亿,亏损
300705,九典制药,22.84,-4.36,-1.04,-0.09,1.90,1.17,5.28,1.61亿,3.67亿,83.76亿,18.90
002558,巨人网络,12.73,-4.36,-0.58,0.00,2.40,1.26,4.96,5.96亿,19.35亿,246.29亿,17.25
600959,江苏有线,3.51,-4.36,-0.16,0.00,1.45,1.05,4.63,2.59亿,50.01亿,175.53亿,59.23
688138,清溢光电,24.11,-4.36,-1.10,-0.04,1.10,1.18,5.55,7278.60万,2.67亿,64.33亿,40.05
300981,中红医疗,13.58,-4.37,-0.62,-0.22,1.46,1.02,5.63,7190.70万,3.57亿,48.54亿,77.84
601700,风范股份,4.60,-4.37,-0.21,0.00,1.38,1.47,5.61,7362.05万,11.42亿,52.54亿,46.16
600230,沧州大化,10.95,-4.37,-0.50,0.09,1.67,1.14,4.54,7700.24万,4.14亿,45.33亿,160.09
301567,贝隆精密,46.40,-4.37,-2.12,0.07,8.68,1.22,6.99,7365.72万,1800.00万,8.35亿,96.30
000837,秦川机床,9.19,-4.37,-0.42,0.00,2.25,1.07,4.47,2.03亿,9.68亿,89.00亿,123.61
003000,劲仔食品,13.13,-4.37,-0.60,-0.15,3.24,0.85,5.10,1.32亿,3.04亿,39.93亿,20.68
300016,北陆药业,6.56,-4.37,-0.30,0.00,2.49,0.91,7.29,8219.71万,4.91亿,32.22亿,99.22
002485,ST雪发,3.28,-4.37,-0.15,0.00,0.45,0.84,4.67,806.18万,5.44亿,17.84亿,亏损
301260,格力博,13.77,-4.38,-0.63,0.00,1.66,1.13,5.28,4920.39万,2.12亿,29.23亿,544.67
300639,凯普生物,6.12,-4.38,-0.28,0.00,1.64,1.06,5.47,6502.71万,6.35亿,38.87亿,亏损
300160,秀强股份,5.46,-4.38,-0.25,0.00,1.60,0.98,5.43,6740.53万,7.59亿,41.46亿,17.41
300251,光线传媒,9.17,-4.38,-0.42,-0.11,1.67,1.03,4.48,4.33亿,27.87亿,255.59亿,43.78
832566,梓橦宫,9.82,-4.38,-0.45,0.00,3.16,0.76,5.84,3534.64万,1.12亿,10.98亿,18.87
600990,四创电子,21.82,-4.38,-1.00,-0.09,2.22,1.03,5.43,1.33亿,2.69亿,58.70亿,亏损
300580,贝斯特,23.99,-4.38,-1.10,0.04,4.26,0.83,4.98,4.87亿,4.69亿,112.61亿,40.06
301502,华阳智能,44.27,-4.38,-2.03,-0.49,8.97,0.71,5.05,5752.50万,1427.10万,6.32亿,75.22
301315,威士顿,48.86,-4.38,-2.24,0.04,13.09,1.26,5.07,2.41亿,3700.00万,18.08亿,107.61
688199,久日新材,15.91,-4.39,-0.73,-0.06,1.46,1.09,5.29,3816.57万,1.61亿,25.65亿,亏损
600853,龙建股份,4.14,-4.39,-0.19,0.00,3.76,0.48,6.47,1.60亿,10.11亿,41.87亿,13.44
831832,科达自控,24.40,-4.39,-1.12,0.00,3.66,0.73,6.27,5734.57万,6218.32万,15.17亿,58.52
601588,北辰实业,1.96,-4.39,-0.09,0.00,2.04,0.65,5.37,1.08亿,26.60亿,52.14亿,亏损
603966,法兰泰克,7.84,-4.39,-0.36,0.00,1.92,1.12,5.37,5491.24万,3.59亿,28.12亿,17.20
002840,华统股份,12.85,-4.39,-0.59,0.00,4.28,0.76,6.03,2.78亿,4.97亿,63.91亿,116.63
301548,崇德科技,43.11,-4.39,-1.98,0.00,4.12,1.34,4.44,4286.33万,2369.28万,10.21亿,32.99
688297,中无人机,40.28,-4.39,-1.85,0.00,2.49,1.20,4.84,2.77亿,2.72亿,109.41亿,亏损
920098,科隆新材,33.08,-4.39,-1.52,0.00,10.19,0.64,5.58,4935.66万,1431.18万,4.73亿,43.72
301201,诚达药业,21.10,-4.39,-0.97,-0.24,2.08,0.95,5.66,3887.39万,8719.38万,18.40亿,60.61
301518,长华化学,17.18,-4.40,-0.79,0.06,2.41,1.09,5.68,2252.54万,5345.52万,9.18亿,54.09
688355,明志科技,17.60,-4.40,-0.81,-0.06,0.89,1.01,5.81,1978.40万,1.24亿,21.82亿,30.92
600327,大东方,5.43,-4.40,-0.25,0.00,6.24,0.77,6.16,3.03亿,8.85亿,48.04亿,35.73
300118,东方日升,12.59,-4.40,-0.58,0.00,2.85,1.12,4.33,3.39亿,9.27亿,116.69亿,亏损
301020,密封科技,19.52,-4.41,-0.90,-0.10,1.78,1.77,6.46,5238.19万,1.46亿,28.58亿,32.37
600206,有研新材,16.48,-4.41,-0.76,0.00,6.31,0.84,4.81,8.97亿,8.47亿,139.51亿,91.32
300813,泰林生物,18.21,-4.41,-0.84,0.17,2.91,1.19,5.62,4091.55万,7604.64万,13.85亿,146.29
000985,大庆华科,20.59,-4.41,-0.95,0.00,2.30,0.72,7.20,6259.27万,1.30亿,26.69亿,64.31
688584,上海合晶,21.01,-4.41,-0.97,0.05,8.03,1.21,6.32,9747.81万,5628.46万,11.83亿,132.94
603178,圣龙股份,21.66,-4.41,-1.00,0.00,3.47,0.61,5.08,1.81亿,2.36亿,51.21亿,559.68
833266,生物谷,10.18,-4.41,-0.47,0.00,1.72,0.83,7.23,1377.44万,7693.51万,7.83亿,528.75
300859,西域旅游,39.42,-4.41,-1.82,-0.15,3.54,0.79,9.36,2.25亿,1.55亿,61.10亿,39.74
603817,海峡环保,5.63,-4.41,-0.26,-0.18,1.40,0.89,5.94,4267.65万,5.34亿,30.08亿,13.20
688498,源杰科技,131.82,-4.42,-6.09,0.00,5.23,1.33,5.50,4.18亿,6014.93万,79.29亿,亏损
000957,中通客车,11.25,-4.42,-0.52,0.00,3.88,0.94,5.10,2.64亿,5.93亿,66.70亿,25.62
300253,卫宁健康,7.57,-4.42,-0.35,-0.13,2.07,1.04,4.67,3.00亿,18.87亿,142.86亿,80.28
301263,泰恩康,15.13,-4.42,-0.70,0.00,2.63,1.27,5.94,1.06亿,2.63亿,39.79亿,41.50
002166,莱茵生物,7.78,-4.42,-0.36,0.00,2.29,0.93,4.30,9358.98万,5.17亿,40.19亿,42.60
603078,江化微,17.49,-4.43,-0.81,-0.06,4.24,0.95,4.81,2.91亿,3.86亿,67.45亿,58.65
002282,博深股份,6.91,-4.43,-0.32,-0.15,1.42,1.28,5.12,5024.09万,5.02亿,34.69亿,16.57
601366,利群股份,5.18,-4.43,-0.24,0.00,2.27,0.66,4.98,1.07亿,8.99亿,46.58亿,135.35
300572,安车检测,18.12,-4.43,-0.84,0.33,3.23,0.74,6.01,1.10亿,1.84亿,33.27亿,亏损
002497,雅化集团,12.08,-4.43,-0.56,-0.08,1.89,0.78,5.30,2.45亿,10.54亿,127.27亿,67.54
300416,苏试试验,12.29,-4.43,-0.57,0.00,2.54,1.35,4.67,1.60亿,5.05亿,62.08亿,32.02
300400,劲拓股份,17.03,-4.43,-0.79,-0.06,2.57,1.04,5.33,1.07亿,2.40亿,40.90亿,51.36
002870,香山股份,32.33,-4.43,-1.50,-0.06,3.22,0.79,4.70,1.10亿,1.04亿,33.64亿,25.57
833943,优机股份,15.51,-4.44,-0.72,0.00,4.20,0.69,6.29,2765.33万,4120.21万,6.39亿,25.51
600117,西宁特钢,2.37,-4.44,-0.11,0.00,0.73,1.29,4.84,5710.76万,32.55亿,77.15亿,亏损
688112,鼎阳科技,28.86,-4.44,-1.34,-0.14,1.00,1.51,5.07,4654.33万,1.59亿,45.95亿,37.60
301217,铜冠铜箔,10.55,-4.44,-0.49,-0.19,2.46,1.23,5.25,6048.12万,2.29亿,24.16亿,亏损
300045,华力创通,22.18,-4.44,-1.03,-0.05,3.80,0.90,4.78,4.17亿,4.86亿,107.77亿,亏损
688409,富创精密,57.85,-4.44,-2.69,-0.17,2.20,1.04,5.30,2.33亿,1.79亿,103.57亿,70.44
000659,珠海中富,3.01,-4.44,-0.14,0.00,4.11,0.54,6.35,1.63亿,12.86亿,38.70亿,亏损
300261,雅本化学,7.31,-4.44,-0.34,0.00,1.81,1.11,5.23,1.25亿,9.36亿,68.43亿,亏损
300552,万集科技,36.12,-4.44,-1.68,-0.08,7.27,0.75,6.35,3.61亿,1.33亿,48.18亿,亏损
688376,美埃科技,34.40,-4.44,-1.60,0.00,2.23,1.35,4.31,3977.05万,5098.56万,17.54亿,23.34
003026,中晶科技,34.83,-4.44,-1.62,0.00,4.02,0.85,5.38,1.38亿,9681.15万,33.72亿,264.27
603102,百合股份,35.47,-4.45,-1.65,0.34,2.45,0.78,5.42,3145.44万,3578.93万,12.69亿,14.59
600877,电科芯片,13.97,-4.45,-0.65,0.07,2.59,1.16,5.68,3.68亿,9.97亿,139.27亿,210.43
300756,金马游乐,15.26,-4.45,-0.71,-0.13,3.49,0.83,4.07,7094.93万,1.31亿,20.03亿,111.02
603018,华设集团,8.38,-4.45,-0.39,-0.24,2.25,1.21,5.36,1.30亿,6.76亿,56.67亿,18.52
002243,力合科创,8.38,-4.45,-0.39,-0.24,1.61,0.66,4.56,1.64亿,12.04亿,100.91亿,56.17
832000,安徽凤凰,21.69,-4.45,-1.01,0.00,5.06,0.91,4.23,5322.13万,4830.63万,10.48亿,28.36
000801,四川九洲,14.60,-4.45,-0.68,0.07,5.19,0.51,6.09,7.93亿,10.23亿,149.33亿,93.46
001358,兴欣新材,22.32,-4.45,-1.04,0.05,2.99,0.92,5.78,3187.51万,4689.70万,10.47亿,33.15
301186,超达装备,40.97,-4.45,-1.91,0.05,2.61,1.18,5.74,7849.23万,7241.07万,29.67亿,31.26
601828,美凯龙,3.43,-4.46,-0.16,0.00,1.06,0.59,5.01,1.33亿,36.13亿,123.94亿,亏损
605080,浙江自然,20.15,-4.46,-0.94,0.15,1.54,0.75,5.50,4478.85万,1.42亿,28.53亿,13.14
300991,创益通,21.22,-4.46,-0.99,0.05,14.41,0.90,8.15,2.82亿,8989.20万,19.08亿,亏损
600523,贵航股份,12.00,-4.46,-0.56,0.08,1.37,1.17,4.78,6726.60万,4.04亿,48.49亿,31.05
000156,华数传媒,7.50,-4.46,-0.35,0.00,1.44,0.74,4.71,1.86亿,17.00亿,127.49亿,29.63
688398,赛特新材,13.50,-4.46,-0.63,0.07,0.85,0.94,5.38,1974.74万,1.68亿,22.65亿,26.08
002957,科瑞技术,16.07,-4.46,-0.75,0.00,1.96,1.03,4.82,1.31亿,4.10亿,65.89亿,30.04
688046,药康生物,13.28,-4.46,-0.62,0.00,1.06,0.96,5.97,2917.27万,2.04亿,27.08亿,41.58
002380,科远智慧,19.06,-4.46,-0.89,0.00,3.79,1.14,5.56,1.05亿,1.42亿,27.10亿,21.63
600415,小商品城,13.92,-4.46,-0.65,0.00,1.54,1.39,5.56,11.75亿,54.70亿,761.46亿,24.58
600592,龙溪股份,9.83,-4.47,-0.46,0.00,2.98,1.42,4.67,1.19亿,4.00亿,39.28亿,17.79
688247,宣泰医药,10.68,-4.47,-0.50,0.47,2.56,0.83,5.81,3941.88万,1.42亿,15.20亿,39.23
000016,深康佳Ａ,5.34,-4.47,-0.25,-0.19,10.46,1.43,8.41,9.28亿,15.97亿,85.26亿,亏损
301349,信德新材,29.26,-4.47,-1.37,0.41,2.72,0.66,5.81,3412.23万,4213.93万,12.33亿,亏损
300986,志特新材,12.59,-4.48,-0.59,-0.08,1.13,0.99,5.16,3570.56万,2.46亿,31.00亿,39.23
688698,伟创电气,44.35,-4.48,-2.08,-0.43,3.33,0.78,4.93,3.18亿,2.11亿,93.74亿,33.41
600796,钱江生化,5.97,-4.48,-0.28,0.34,6.18,0.83,5.76,1.13亿,3.01亿,17.99亿,30.11
300337,银邦股份,11.94,-4.48,-0.56,-0.17,3.64,1.07,5.52,3.15亿,7.11亿,84.94亿,67.23
603779,威龙股份,8.74,-4.48,-0.41,0.00,5.90,1.27,6.34,1.73亿,3.32亿,29.02亿,504.17
300793,佳禾智能,19.40,-4.48,-0.91,-0.05,11.74,0.86,8.07,8.63亿,3.68亿,71.36亿,75.92
688311,盟升电子,34.11,-4.48,-1.60,0.03,1.97,1.20,6.83,1.12亿,1.65亿,56.25亿,亏损
002159,三特索道,16.41,-4.48,-0.77,0.06,2.65,0.48,5.06,6143.14万,1.38亿,22.72亿,14.04
002276,万马股份,8.73,-4.49,-0.41,-0.34,4.30,1.16,7.00,3.86亿,10.05亿,87.74亿,26.06
300436,广生堂,29.16,-4.49,-1.37,0.00,2.92,0.74,4.85,1.18亿,1.37亿,39.87亿,亏损
300850,新强联,20.22,-4.49,-0.95,0.05,3.07,1.26,4.91,1.55亿,2.45亿,49.63亿,亏损
300648,星云股份,24.45,-4.49,-1.15,-0.16,3.67,0.83,5.66,9718.43万,1.06亿,25.96亿,亏损
603809,豪能股份,11.90,-4.49,-0.56,-0.17,4.07,1.04,4.82,3.16亿,6.41亿,76.30亿,23.52
301119,正强股份,29.75,-4.49,-1.40,-0.20,2.83,1.27,7.77,7227.10万,8315.45万,24.74亿,35.03
600662,外服控股,5.31,-4.50,-0.25,0.00,0.76,0.74,5.04,9278.28万,22.70亿,120.53亿,18.12
300065,海兰信,8.71,-4.50,-0.41,-0.23,2.69,0.88,5.26,1.56亿,6.56亿,57.12亿,461.79
300161,华中数控,27.39,-4.50,-1.29,0.00,2.53,1.19,4.81,1.38亿,1.95亿,53.37亿,亏损
688350,富淼科技,13.58,-4.50,-0.64,-0.37,0.97,1.10,5.63,1647.83万,1.22亿,16.59亿,53.23
301266,宇邦新材,35.43,-4.50,-1.67,0.23,9.01,1.36,5.20,1.42亿,4337.84万,15.37亿,62.89
601933,永辉超市,5.94,-4.50,-0.28,0.00,5.92,0.66,6.75,32.82亿,90.75亿,539.06亿,亏损
300692,中环环保,7.00,-4.50,-0.33,-0.14,4.04,0.80,6.96,1.09亿,3.75亿,26.22亿,29.94
002448,中原内配,6.15,-4.50,-0.29,0.00,2.69,1.38,4.97,8189.06万,4.87亿,29.94亿,11.65
688283,坤恒顺维,25.65,-4.50,-1.21,-0.27,0.65,1.31,6.22,1439.78万,8549.16万,21.93亿,141.23
301380,挖金客,47.68,-4.51,-2.25,-0.02,12.57,0.88,4.79,1.84亿,3015.69万,14.38亿,71.71
605378,野马电池,17.58,-4.51,-0.83,0.00,1.92,1.20,4.94,6399.26万,1.87亿,32.82亿,21.06
839729,永顺生物,7.20,-4.51,-0.34,0.00,1.45,0.74,5.70,857.57万,8042.50万,5.79亿,50.96
002154,报 喜 鸟,4.87,-4.51,-0.23,0.21,9.49,1.46,6.67,5.53亿,11.80亿,57.45亿,12.84
603897,长城科技,23.70,-4.51,-1.12,0.00,2.87,0.98,5.40,1.44亿,2.06亿,48.93亿,19.43
603389,亚振家居,6.98,-4.51,-0.33,0.00,10.87,0.94,11.63,2.04亿,2.63亿,18.34亿,亏损
600751,海航科技,2.75,-4.51,-0.13,0.00,1.31,1.08,4.51,9407.17万,25.73亿,70.76亿,53.55
600331,宏达股份,7.61,-4.52,-0.36,0.00,1.01,0.89,4.64,1.58亿,20.32亿,154.64亿,544.64
000965,天保基建,3.17,-4.52,-0.15,0.00,2.69,0.91,5.42,9576.01万,11.10亿,35.18亿,2964.43
300477,合纵科技,3.17,-4.52,-0.15,0.00,6.26,1.38,10.84,1.95亿,9.35亿,29.65亿,亏损
871970,大禹生物,6.55,-4.52,-0.31,0.00,2.83,0.75,7.14,1289.42万,6944.59万,4.55亿,亏损
300985,致远新能,18.17,-4.52,-0.86,-0.11,1.20,1.00,6.04,4128.76万,1.87亿,33.89亿,53.67
600980,北矿科技,15.21,-4.52,-0.72,0.00,1.90,1.25,5.02,5174.06万,1.76亿,26.72亿,27.40
002144,宏达高科,10.56,-4.52,-0.50,0.00,3.15,1.22,5.42,4630.21万,1.37亿,14.43亿,21.36
603216,梦天家居,11.19,-4.52,-0.53,-0.09,12.93,0.71,6.40,8325.30万,5669.00万,6.34亿,45.67
688768,容知日新,34.60,-4.53,-1.64,-0.52,0.61,0.59,4.77,1768.83万,8162.60万,28.24亿,834.72
002805,丰元股份,12.45,-4.53,-0.59,-0.16,2.18,0.88,5.14,7694.89万,2.79亿,34.71亿,亏损
605068,明新旭腾,13.08,-4.53,-0.62,-0.15,1.46,1.45,6.20,3152.74万,1.62亿,21.21亿,131.58
688308,欧科亿,18.77,-4.53,-0.89,-0.16,1.52,1.11,5.65,4620.71万,1.59亿,29.80亿,24.88
000620,新华联,2.32,-4.53,-0.11,-0.43,1.59,0.55,5.35,1.55亿,41.45亿,96.17亿,122.35
603656,泰禾智能,18.13,-4.53,-0.86,-0.06,3.04,1.12,4.84,1.03亿,1.83亿,33.25亿,126.74
301285,鸿日达,29.07,-4.53,-1.38,-0.03,4.80,0.86,4.63,1.12亿,7870.98万,22.88亿,152.40
002085,万丰奥威,18.53,-4.53,-0.88,0.00,4.02,1.03,5.41,16.09亿,21.23亿,393.45亿,52.36
600262,北方股份,18.52,-4.54,-0.88,0.22,2.15,1.33,5.72,6888.32万,1.70亿,31.48亿,21.79
300755,华致酒行,17.47,-4.54,-0.83,0.00,1.82,0.70,4.54,1.34亿,4.16亿,72.76亿,32.56
920060,万源通,32.40,-4.54,-1.54,0.00,7.43,0.67,4.42,7300.63万,2965.01万,9.61亿,39.55
688616,西力科技,10.73,-4.54,-0.51,0.09,1.22,1.31,5.61,2386.04万,1.79亿,19.25亿,19.26
002538,司尔特,5.89,-4.54,-0.28,-0.17,1.98,1.42,4.86,1.01亿,8.54亿,50.27亿,15.42
688585,上纬新材,6.94,-4.54,-0.33,0.29,0.60,1.21,5.50,1713.61万,4.03亿,27.99亿,32.28
300272,开能健康,6.52,-4.54,-0.31,-0.15,2.90,0.93,5.12,8258.81万,4.31亿,28.11亿,33.54
300696,爱乐达,15.35,-4.54,-0.73,-0.07,2.55,1.09,4.97,7445.54万,1.86亿,28.62亿,亏损
605268,王力安防,7.78,-4.54,-0.37,-0.26,0.74,0.85,5.40,2554.18万,4.36亿,33.92亿,32.59
300203,聚光科技,15.35,-4.54,-0.73,0.00,2.48,1.35,5.29,1.73亿,4.48亿,68.82亿,43.91
301123,奕东电子,20.60,-4.54,-0.98,-0.29,10.73,1.52,5.79,1.73亿,7641.62万,15.74亿,211.89
603330,天洋新材,7.77,-4.55,-0.37,-0.26,4.70,0.81,7.37,1.62亿,4.33亿,33.62亿,亏损
600231,凌钢股份,1.89,-4.55,-0.09,0.00,0.76,0.97,5.05,4091.36万,28.19亿,53.28亿,亏损
002977,天箭科技,27.71,-4.55,-1.32,0.04,4.02,1.04,6.17,7574.40万,6662.02万,18.46亿,345.86
301310,鑫宏业,26.03,-4.55,-1.24,-0.15,5.25,1.31,7.52,9698.84万,6921.03万,18.02亿,27.77
600343,航天动力,10.70,-4.55,-0.51,0.00,1.94,1.04,4.46,1.34亿,6.38亿,68.29亿,亏损
688110,东芯股份,25.80,-4.55,-1.23,-0.08,5.51,0.94,7.36,6.49亿,4.42亿,114.10亿,亏损
002867,周大生,14.05,-4.55,-0.67,0.07,1.51,1.31,5.30,2.33亿,10.80亿,151.71亿,13.51
603718,海利生物,7.13,-4.55,-0.34,-0.14,1.34,0.94,4.82,6233.04万,6.44亿,45.92亿,174.39
688379,华光新材,21.18,-4.55,-1.01,-0.09,1.60,1.09,5.99,3068.81万,8944.21万,18.94亿,18.07
300314,戴维医疗,11.74,-4.55,-0.56,-0.26,2.90,1.00,4.71,6549.33万,1.89亿,22.23亿,40.06
600657,信达地产,4.40,-4.55,-0.21,0.00,1.15,1.22,4.55,1.47亿,28.52亿,125.48亿,亏损
300171,东富龙,13.83,-4.55,-0.66,-0.14,1.82,0.93,5.38,1.44亿,5.63亿,77.82亿,52.01
300831,派瑞股份,16.76,-4.56,-0.80,-0.12,10.47,0.78,5.92,3.30亿,1.84亿,30.92亿,76.56
600794,保税科技,3.56,-4.56,-0.17,0.28,1.63,1.12,5.63,7158.03万,12.12亿,43.15亿,17.62
002186,全 聚 德,11.93,-4.56,-0.57,0.25,3.78,0.69,6.72,1.41亿,3.07亿,36.57亿,38.98
688259,创耀科技,37.04,-4.56,-1.77,-0.14,2.34,1.11,5.67,7135.40万,8074.43万,29.91亿,66.18
300107,建新股份,9.83,-4.56,-0.47,0.00,3.64,0.91,5.73,1.26亿,3.46亿,34.05亿,302.47
002628,成都路桥,5.02,-4.56,-0.24,0.20,7.02,0.97,5.89,2.70亿,7.55亿,37.90亿,亏损
301208,中亦科技,36.59,-4.56,-1.75,-0.16,5.23,1.00,5.09,8607.71万,4404.91万,16.12亿,60.83
600992,贵绳股份,15.68,-4.57,-0.75,0.00,2.18,1.22,5.84,8586.71万,2.45亿,38.43亿,亏损
300983,尤安设计,17.98,-4.57,-0.86,0.06,0.87,0.88,4.99,1869.45万,1.18亿,21.27亿,亏损
001208,华菱线缆,8.99,-4.57,-0.43,0.00,3.55,1.51,4.78,8733.92万,2.70亿,24.28亿,41.78
600375,*ST汉马,5.85,-4.57,-0.28,0.00,1.57,1.21,6.04,6066.89万,6.54亿,38.28亿,亏损
002885,京泉华,13.79,-4.57,-0.66,0.07,7.36,1.72,8.23,2.42亿,2.32亿,32.06亿,66.42
300083,创世纪,7.10,-4.57,-0.34,-0.14,2.60,1.06,4.44,2.80亿,14.93亿,106.01亿,43.97
301290,东星医疗,23.78,-4.58,-1.14,0.04,2.03,0.97,5.66,3352.52万,6817.91万,16.21亿,27.24
002259,ST升达,2.50,-4.58,-0.12,-0.40,0.92,1.59,5.34,1761.56万,7.52亿,18.81亿,亏损
688562,航天软件,16.42,-4.59,-0.79,0.06,1.43,1.23,4.88,4058.00万,1.69亿,27.75亿,亏损
300797,钢研纳克,12.04,-4.60,-0.58,-0.08,0.98,1.07,5.79,4518.86万,3.76亿,45.21亿,39.93
605189,富春染织,12.45,-4.60,-0.60,0.00,1.47,0.91,6.28,2785.76万,1.50亿,18.65亿,13.48
002942,新农股份,14.31,-4.60,-0.69,0.07,1.76,0.91,7.73,3524.27万,1.38亿,19.74亿,22.51
603276,恒兴新材,14.31,-4.60,-0.69,0.00,4.05,0.63,5.60,3968.47万,6704.45万,9.59亿,64.53
002559,亚威股份,9.33,-4.60,-0.45,-0.11,5.72,0.92,6.13,2.72亿,5.01亿,46.70亿,37.76
688592,司南导航,39.15,-4.61,-1.89,-0.18,4.97,1.37,8.21,5611.17万,2800.36万,10.96亿,亏损
000815,美利云,10.77,-4.61,-0.52,-0.28,4.65,0.60,6.73,3.55亿,6.95亿,74.88亿,亏损
688170,德龙激光,23.81,-4.61,-1.15,-0.08,3.12,1.84,5.77,6032.63万,7961.50万,18.96亿,亏损
300833,浩洋股份,44.73,-4.61,-2.16,0.00,3.38,0.54,4.26,1.24亿,8126.01万,36.35亿,16.43
837344,三元基因,19.05,-4.61,-0.92,0.00,0.35,0.67,5.56,777.89万,1.14亿,21.63亿,146.81
603590,康辰药业,24.22,-4.61,-1.17,-0.66,0.87,0.74,5.43,3358.20万,1.58亿,38.20亿,25.73
605151,西上海,16.35,-4.61,-0.79,-0.06,1.17,0.80,5.31,2622.28万,1.35亿,22.00亿,32.90
301092,争光股份,24.42,-4.61,-1.18,-0.08,3.44,1.34,5.23,3708.64万,4317.99万,10.54亿,31.75
603931,格林达,24.00,-4.61,-1.16,-0.04,1.30,1.04,6.08,6363.80万,2.00亿,47.89亿,32.38
603135,中重科技,9.10,-4.61,-0.44,-0.22,1.56,1.14,4.61,3659.79万,2.53亿,22.99亿,628.07
603070,万控智造,12.41,-4.61,-0.60,0.00,4.16,0.95,7.00,4517.61万,8573.85万,10.64亿,58.61
600594,益佰制药,3.93,-4.61,-0.19,0.00,2.10,1.20,4.61,6613.16万,7.92亿,31.12亿,亏损
872351,华光源海,11.99,-4.61,-0.58,0.00,6.34,0.73,6.44,2731.09万,3526.04万,4.23亿,126.19
688686,奥普特,72.35,-4.61,-3.50,-0.21,1.64,0.78,6.03,1.47亿,1.22亿,88.44亿,50.27
688195,腾景科技,40.30,-4.62,-1.95,-0.07,4.71,0.89,5.85,2.51亿,1.29亿,52.13亿,70.47
301323,新莱福,37.20,-4.62,-1.80,0.00,2.38,1.05,5.54,6033.36万,6700.64万,24.93亿,27.40
002036,联创电子,9.92,-4.62,-0.48,0.10,4.20,1.11,6.73,4.49亿,10.54亿,104.51亿,亏损
